season,game_type,player_id,team_abbrev,zone,sog,goals,sh_pct
2026,2,8478402,EDM,Behind the Net,11,0,0
2026,2,8478402,EDM,Beyond Red Line,1,0,0
2026,2,8478402,EDM,Center Point,4,0,0
2026,2,8478402,EDM,Crease,23,9,0.3913
2026,2,8478402,EDM,High Slot,27,1,0.037
2026,2,8478402,EDM,L Circle,36,6,0.1667
2026,2,8478402,EDM,L Corner,1,0,0
2026,2,8478402,EDM,L Net Side,34,5,0.1471
2026,2,8478402,EDM,L Point,3,1,0.3333
2026,2,8478402,EDM,Low Slot,97,17,0.1753
2026,2,8478402,EDM,Offensive Neutral Zone,3,2,0.6667
2026,2,8478402,EDM,Outside L,15,2,0.1333
2026,2,8478402,EDM,Outside R,9,0,0
2026,2,8478402,EDM,R Circle,29,2,0.069
2026,2,8478402,EDM,R Corner,0,0,0
2026,2,8478402,EDM,R Net Side,12,3,0.25
2026,2,8478402,EDM,R Point,1,0,0
2026,2,8476453,TBL,Behind the Net,2,0,0
2026,2,8476453,TBL,Beyond Red Line,1,0,0
2026,2,8476453,TBL,Center Point,7,0,0
2026,2,8476453,TBL,Crease,5,2,0.4
2026,2,8476453,TBL,High Slot,25,2,0.08
2026,2,8476453,TBL,L Circle,16,2,0.125
2026,2,8476453,TBL,L Corner,2,0,0
2026,2,8476453,TBL,L Net Side,6,0,0
2026,2,8476453,TBL,L Point,9,2,0.2222
2026,2,8476453,TBL,Low Slot,40,16,0.4
2026,2,8476453,TBL,Offensive Neutral Zone,2,0,0
2026,2,8476453,TBL,Outside L,6,0,0
2026,2,8476453,TBL,Outside R,40,7,0.175
2026,2,8476453,TBL,R Circle,37,8,0.2162
2026,2,8476453,TBL,R Corner,0,0,0
2026,2,8476453,TBL,R Net Side,11,4,0.3636
2026,2,8476453,TBL,R Point,22,1,0.0455
2026,2,8477492,COL,Behind the Net,3,0,0
2026,2,8477492,COL,Beyond Red Line,3,1,0.3333
2026,2,8477492,COL,Center Point,16,4,0.25
2026,2,8477492,COL,Crease,11,3,0.2727
2026,2,8477492,COL,High Slot,42,8,0.1905
2026,2,8477492,COL,L Circle,77,10,0.1299
2026,2,8477492,COL,L Corner,1,0,0
2026,2,8477492,COL,L Net Side,19,3,0.1579
2026,2,8477492,COL,L Point,11,2,0.1818
2026,2,8477492,COL,Low Slot,72,16,0.2222
2026,2,8477492,COL,Offensive Neutral Zone,5,0,0
2026,2,8477492,COL,Outside L,38,2,0.0526
2026,2,8477492,COL,Outside R,12,1,0.0833
2026,2,8477492,COL,R Circle,30,2,0.0667
2026,2,8477492,COL,R Corner,0,0,0
2026,2,8477492,COL,R Net Side,5,1,0.2
2026,2,8477492,COL,R Point,5,0,0
2026,2,8480018,MTL,Behind the Net,2,0,0
2026,2,8480018,MTL,Beyond Red Line,3,1,0.3333
2026,2,8480018,MTL,Center Point,5,0,0
2026,2,8480018,MTL,Crease,6,3,0.5
2026,2,8480018,MTL,High Slot,20,3,0.15
2026,2,8480018,MTL,L Circle,29,3,0.1034
2026,2,8480018,MTL,L Corner,1,0,0
2026,2,8480018,MTL,L Net Side,8,3,0.375
2026,2,8480018,MTL,L Point,3,0,0
2026,2,8480018,MTL,Low Slot,46,7,0.1522
2026,2,8480018,MTL,Offensive Neutral Zone,3,1,0.3333
2026,2,8480018,MTL,Outside L,18,5,0.2778
2026,2,8480018,MTL,Outside R,14,0,0
2026,2,8480018,MTL,R Circle,17,3,0.1765
2026,2,8480018,MTL,R Corner,2,0,0
2026,2,8480018,MTL,R Net Side,3,0,0
2026,2,8480018,MTL,R Point,3,0,0
2026,2,8477956,BOS,Behind the Net,3,1,0.3333
2026,2,8477956,BOS,Beyond Red Line,3,0,0
2026,2,8477956,BOS,Center Point,14,2,0.1429
2026,2,8477956,BOS,Crease,8,1,0.125
2026,2,8477956,BOS,High Slot,29,2,0.069
2026,2,8477956,BOS,L Circle,29,4,0.1379
2026,2,8477956,BOS,L Corner,0,0,0
2026,2,8477956,BOS,L Net Side,13,1,0.0769
2026,2,8477956,BOS,L Point,15,1,0.0667
2026,2,8477956,BOS,Low Slot,49,9,0.1837
2026,2,8477956,BOS,Offensive Neutral Zone,7,0,0
2026,2,8477956,BOS,Outside L,19,1,0.0526
2026,2,8477956,BOS,Outside R,11,0,0
2026,2,8477956,BOS,R Circle,44,3,0.0682
2026,2,8477956,BOS,R Corner,2,0,0
2026,2,8477956,BOS,R Net Side,3,2,0.6667
2026,2,8477956,BOS,R Point,12,2,0.1667
2026,2,8480039,COL,Behind the Net,0,0,0
2026,2,8480039,COL,Beyond Red Line,3,2,0.6667
2026,2,8480039,COL,Center Point,11,1,0.0909
2026,2,8480039,COL,Crease,5,3,0.6
2026,2,8480039,COL,High Slot,14,2,0.1429
2026,2,8480039,COL,L Circle,37,8,0.2162
2026,2,8480039,COL,L Corner,0,0,0
2026,2,8480039,COL,L Net Side,8,2,0.25
2026,2,8480039,COL,L Point,7,1,0.1429
2026,2,8480039,COL,Low Slot,49,9,0.1837
2026,2,8480039,COL,Offensive Neutral Zone,2,0,0
2026,2,8480039,COL,Outside L,10,1,0.1
2026,2,8480039,COL,Outside R,16,3,0.1875
2026,2,8480039,COL,R Circle,33,4,0.1212
2026,2,8480039,COL,R Corner,0,0,0
2026,2,8480039,COL,R Net Side,4,2,0.5
2026,2,8480039,COL,R Point,7,0,0
2026,2,8477934,EDM,Behind the Net,1,1,1
2026,2,8477934,EDM,Beyond Red Line,2,0,0
2026,2,8477934,EDM,Center Point,5,0,0
2026,2,8477934,EDM,Crease,5,0,0
2026,2,8477934,EDM,High Slot,21,5,0.2381
2026,2,8477934,EDM,L Circle,5,2,0.4
2026,2,8477934,EDM,L Corner,1,0,0
2026,2,8477934,EDM,L Net Side,5,0,0
2026,2,8477934,EDM,L Point,0,0,0
2026,2,8477934,EDM,Low Slot,48,15,0.3125
2026,2,8477934,EDM,Offensive Neutral Zone,3,1,0.3333
2026,2,8477934,EDM,Outside L,7,0,0
2026,2,8477934,EDM,Outside R,26,3,0.1154
2026,2,8477934,EDM,R Circle,23,5,0.2174
2026,2,8477934,EDM,R Corner,0,0,0
2026,2,8477934,EDM,R Net Side,29,3,0.1034
2026,2,8477934,EDM,R Point,5,0,0
2026,2,8480803,EDM,Behind the Net,2,1,0.5
2026,2,8480803,EDM,Beyond Red Line,6,1,0.1667
2026,2,8480803,EDM,Center Point,67,3,0.0448
2026,2,8480803,EDM,Crease,0,0,0
2026,2,8480803,EDM,High Slot,34,7,0.2059
2026,2,8480803,EDM,L Circle,28,4,0.1429
2026,2,8480803,EDM,L Corner,0,0,0
2026,2,8480803,EDM,L Net Side,1,0,0
2026,2,8480803,EDM,L Point,5,0,0
2026,2,8480803,EDM,Low Slot,10,3,0.3
2026,2,8480803,EDM,Offensive Neutral Zone,1,0,0
2026,2,8480803,EDM,Outside L,0,0,0
2026,2,8480803,EDM,Outside R,4,0,0
2026,2,8480803,EDM,R Circle,25,1,0.04
2026,2,8480803,EDM,R Corner,0,0,0
2026,2,8480803,EDM,R Net Side,2,0,0
2026,2,8480803,EDM,R Point,36,1,0.0278
2026,2,8478398,WPG,Behind the Net,2,0,0
2026,2,8478398,WPG,Beyond Red Line,0,0,0
2026,2,8478398,WPG,Center Point,15,2,0.1333
2026,2,8478398,WPG,Crease,6,3,0.5
2026,2,8478398,WPG,High Slot,33,5,0.1515
2026,2,8478398,WPG,L Circle,34,4,0.1176
2026,2,8478398,WPG,L Corner,0,0,0
2026,2,8478398,WPG,L Net Side,7,2,0.2857
2026,2,8478398,WPG,L Point,4,0,0
2026,2,8478398,WPG,Low Slot,58,14,0.2414
2026,2,8478398,WPG,Offensive Neutral Zone,1,1,1
2026,2,8478398,WPG,Outside L,14,0,0
2026,2,8478398,WPG,Outside R,29,1,0.0345
2026,2,8478398,WPG,R Circle,41,5,0.122
2026,2,8478398,WPG,R Corner,0,0,0
2026,2,8478398,WPG,R Net Side,18,2,0.1111
2026,2,8478398,WPG,R Point,12,0,0
2026,2,8478403,VGK,Behind the Net,1,0,0
2026,2,8478403,VGK,Beyond Red Line,12,0,0
2026,2,8478403,VGK,Center Point,11,0,0
2026,2,8478403,VGK,Crease,6,6,1
2026,2,8478403,VGK,High Slot,29,4,0.1379
2026,2,8478403,VGK,L Circle,46,3,0.0652
2026,2,8478403,VGK,L Corner,0,0,0
2026,2,8478403,VGK,L Net Side,7,1,0.1429
2026,2,8478403,VGK,L Point,6,0,0
2026,2,8478403,VGK,Low Slot,41,8,0.1951
2026,2,8478403,VGK,Offensive Neutral Zone,14,1,0.0714
2026,2,8478403,VGK,Outside L,26,0,0
2026,2,8478403,VGK,Outside R,26,0,0
2026,2,8478403,VGK,R Circle,20,2,0.1
2026,2,8478403,VGK,R Corner,2,0,0
2026,2,8478403,VGK,R Net Side,6,2,0.3333
2026,2,8478403,VGK,R Point,7,0,0
2026,2,8477404,TBL,Behind the Net,1,0,0
2026,2,8477404,TBL,Beyond Red Line,1,1,1
2026,2,8477404,TBL,Center Point,3,0,0
2026,2,8477404,TBL,Crease,13,1,0.0769
2026,2,8477404,TBL,High Slot,21,4,0.1905
2026,2,8477404,TBL,L Circle,19,3,0.1579
2026,2,8477404,TBL,L Corner,0,0,0
2026,2,8477404,TBL,L Net Side,3,1,0.3333
2026,2,8477404,TBL,L Point,5,0,0
2026,2,8477404,TBL,Low Slot,103,25,0.2427
2026,2,8477404,TBL,Offensive Neutral Zone,2,2,1
2026,2,8477404,TBL,Outside L,7,0,0
2026,2,8477404,TBL,Outside R,5,0,0
2026,2,8477404,TBL,R Circle,22,1,0.0455
2026,2,8477404,TBL,R Corner,0,0,0
2026,2,8477404,TBL,R Net Side,13,0,0
2026,2,8477404,TBL,R Point,2,0,0
2026,2,8479343,UTA,Behind the Net,0,0,0
2026,2,8479343,UTA,Beyond Red Line,0,0,0
2026,2,8479343,UTA,Center Point,9,0,0
2026,2,8479343,UTA,Crease,7,1,0.1429
2026,2,8479343,UTA,High Slot,23,3,0.1304
2026,2,8479343,UTA,L Circle,24,2,0.0833
2026,2,8479343,UTA,L Corner,4,0,0
2026,2,8479343,UTA,L Net Side,9,2,0.2222
2026,2,8479343,UTA,L Point,5,1,0.2
2026,2,8479343,UTA,Low Slot,52,11,0.2115
2026,2,8479343,UTA,Offensive Neutral Zone,7,3,0.4286
2026,2,8479343,UTA,Outside L,12,1,0.0833
2026,2,8479343,UTA,Outside R,24,1,0.0417
2026,2,8479343,UTA,R Circle,35,1,0.0286
2026,2,8479343,UTA,R Corner,0,0,0
2026,2,8479343,UTA,R Net Side,4,0,0
2026,2,8479343,UTA,R Point,10,0,0
2026,2,8481540,MTL,Behind the Net,6,1,0.1667
2026,2,8481540,MTL,Beyond Red Line,3,0,0
2026,2,8481540,MTL,Center Point,6,0,0
2026,2,8481540,MTL,Crease,14,7,0.5
2026,2,8481540,MTL,High Slot,15,3,0.2
2026,2,8481540,MTL,L Circle,32,7,0.2188
2026,2,8481540,MTL,L Corner,3,0,0
2026,2,8481540,MTL,L Net Side,28,5,0.1786
2026,2,8481540,MTL,L Point,2,0,0
2026,2,8481540,MTL,Low Slot,65,15,0.2308
2026,2,8481540,MTL,Offensive Neutral Zone,3,0,0
2026,2,8481540,MTL,Outside L,14,1,0.0714
2026,2,8481540,MTL,Outside R,15,2,0.1333
2026,2,8481540,MTL,R Circle,34,8,0.2353
2026,2,8481540,MTL,R Corner,2,0,0
2026,2,8481540,MTL,R Net Side,11,2,0.1818
2026,2,8481540,MTL,R Point,5,0,0
2026,2,8482740,DAL,Behind the Net,2,0,0
2026,2,8482740,DAL,Beyond Red Line,2,0,0
2026,2,8482740,DAL,Center Point,2,0,0
2026,2,8482740,DAL,Crease,10,3,0.3
2026,2,8482740,DAL,High Slot,35,11,0.3143
2026,2,8482740,DAL,L Circle,9,1,0.1111
2026,2,8482740,DAL,L Corner,0,0,0
2026,2,8482740,DAL,L Net Side,5,1,0.2
2026,2,8482740,DAL,L Point,1,0,0
2026,2,8482740,DAL,Low Slot,101,27,0.2673
2026,2,8482740,DAL,Offensive Neutral Zone,1,0,0
2026,2,8482740,DAL,Outside L,3,1,0.3333
2026,2,8482740,DAL,Outside R,9,0,0
2026,2,8482740,DAL,R Circle,14,0,0
2026,2,8482740,DAL,R Corner,1,0,0
2026,2,8482740,DAL,R Net Side,5,0,0
2026,2,8482740,DAL,R Point,6,1,0.1667
2026,2,8481557,MIN,Behind the Net,6,0,0
2026,2,8481557,MIN,Beyond Red Line,7,2,0.2857
2026,2,8481557,MIN,Center Point,11,0,0
2026,2,8481557,MIN,Crease,10,5,0.5
2026,2,8481557,MIN,High Slot,25,6,0.24
2026,2,8481557,MIN,L Circle,15,3,0.2
2026,2,8481557,MIN,L Corner,1,0,0
2026,2,8481557,MIN,L Net Side,5,0,0
2026,2,8481557,MIN,L Point,8,0,0
2026,2,8481557,MIN,Low Slot,74,17,0.2297
2026,2,8481557,MIN,Offensive Neutral Zone,10,0,0
2026,2,8481557,MIN,Outside L,15,1,0.0667
2026,2,8481557,MIN,Outside R,12,1,0.0833
2026,2,8481557,MIN,R Circle,29,5,0.1724
2026,2,8481557,MIN,R Corner,0,0,0
2026,2,8481557,MIN,R Net Side,15,1,0.0667
2026,2,8481557,MIN,R Point,11,1,0.0909
2026,2,8478550,"NYR,LAK",Behind the Net,1,1,1
2026,2,8478550,"NYR,LAK",Beyond Red Line,1,0,0
2026,2,8478550,"NYR,LAK",Center Point,23,2,0.087
2026,2,8478550,"NYR,LAK",Crease,1,0,0
2026,2,8478550,"NYR,LAK",High Slot,33,6,0.1818
2026,2,8478550,"NYR,LAK",L Circle,43,4,0.093
2026,2,8478550,"NYR,LAK",L Corner,0,0,0
2026,2,8478550,"NYR,LAK",L Net Side,6,0,0
2026,2,8478550,"NYR,LAK",L Point,21,2,0.0952
2026,2,8478550,"NYR,LAK",Low Slot,30,6,0.2
2026,2,8478550,"NYR,LAK",Offensive Neutral Zone,1,0,0
2026,2,8478550,"NYR,LAK",Outside L,15,1,0.0667
2026,2,8478550,"NYR,LAK",Outside R,13,1,0.0769
2026,2,8478550,"NYR,LAK",R Circle,28,5,0.1786
2026,2,8478550,"NYR,LAK",R Corner,0,0,0
2026,2,8478550,"NYR,LAK",R Net Side,1,0,0
2026,2,8478550,"NYR,LAK",R Point,7,0,0
2026,2,8482116,OTT,Behind the Net,0,0,0
2026,2,8482116,OTT,Beyond Red Line,2,0,0
2026,2,8482116,OTT,Center Point,6,0,0
2026,2,8482116,OTT,Crease,9,2,0.2222
2026,2,8482116,OTT,High Slot,27,4,0.1481
2026,2,8482116,OTT,L Circle,19,3,0.1579
2026,2,8482116,OTT,L Corner,0,0,0
2026,2,8482116,OTT,L Net Side,6,0,0
2026,2,8482116,OTT,L Point,1,0,0
2026,2,8482116,OTT,Low Slot,72,18,0.25
2026,2,8482116,OTT,Offensive Neutral Zone,3,1,0.3333
2026,2,8482116,OTT,Outside L,10,0,0
2026,2,8482116,OTT,Outside R,9,1,0.1111
2026,2,8482116,OTT,R Circle,22,4,0.1818
2026,2,8482116,OTT,R Corner,0,0,0
2026,2,8482116,OTT,R Net Side,6,1,0.1667
2026,2,8482116,OTT,R Point,2,0,0
2026,2,8478460,CBJ,Behind the Net,0,0,0
2026,2,8478460,CBJ,Beyond Red Line,7,0,0
2026,2,8478460,CBJ,Center Point,33,2,0.0606
2026,2,8478460,CBJ,Crease,1,0,0
2026,2,8478460,CBJ,High Slot,36,3,0.0833
2026,2,8478460,CBJ,L Circle,27,4,0.1481
2026,2,8478460,CBJ,L Corner,1,0,0
2026,2,8478460,CBJ,L Net Side,3,0,0
2026,2,8478460,CBJ,L Point,48,2,0.0417
2026,2,8478460,CBJ,Low Slot,16,1,0.0625
2026,2,8478460,CBJ,Offensive Neutral Zone,0,0,0
2026,2,8478460,CBJ,Outside L,30,2,0.0667
2026,2,8478460,CBJ,Outside R,16,2,0.125
2026,2,8478460,CBJ,R Circle,28,6,0.2143
2026,2,8478460,CBJ,R Corner,0,0,0
2026,2,8478460,CBJ,R Net Side,2,0,0
2026,2,8478460,CBJ,R Point,12,0,0
2026,2,8479420,BUF,Behind the Net,8,1,0.125
2026,2,8479420,BUF,Beyond Red Line,1,1,1
2026,2,8479420,BUF,Center Point,21,2,0.0952
2026,2,8479420,BUF,Crease,6,0,0
2026,2,8479420,BUF,High Slot,30,10,0.3333
2026,2,8479420,BUF,L Circle,43,5,0.1163
2026,2,8479420,BUF,L Corner,0,0,0
2026,2,8479420,BUF,L Net Side,7,1,0.1429
2026,2,8479420,BUF,L Point,8,0,0
2026,2,8479420,BUF,Low Slot,67,15,0.2239
2026,2,8479420,BUF,Offensive Neutral Zone,0,0,0
2026,2,8479420,BUF,Outside L,11,0,0
2026,2,8479420,BUF,Outside R,17,0,0
2026,2,8479420,BUF,R Circle,37,4,0.1081
2026,2,8479420,BUF,R Corner,1,0,0
2026,2,8479420,BUF,R Net Side,3,0,0
2026,2,8479420,BUF,R Point,12,1,0.0833
2026,2,8478427,CAR,Behind the Net,4,0,0
2026,2,8478427,CAR,Beyond Red Line,0,0,0
2026,2,8478427,CAR,Center Point,9,1,0.1111
2026,2,8478427,CAR,Crease,8,1,0.125
2026,2,8478427,CAR,High Slot,25,4,0.16
2026,2,8478427,CAR,L Circle,26,5,0.1923
2026,2,8478427,CAR,L Corner,0,0,0
2026,2,8478427,CAR,L Net Side,2,0,0
2026,2,8478427,CAR,L Point,8,1,0.125
2026,2,8478427,CAR,Low Slot,55,10,0.1818
2026,2,8478427,CAR,Offensive Neutral Zone,1,0,0
2026,2,8478427,CAR,Outside L,17,0,0
2026,2,8478427,CAR,Outside R,7,0,0
2026,2,8478427,CAR,R Circle,23,4,0.1739
2026,2,8478427,CAR,R Corner,0,0,0
2026,2,8478427,CAR,R Net Side,5,0,0
2026,2,8478427,CAR,R Point,5,1,0.2
2026,2,8478483,VGK,Behind the Net,3,1,0.3333
2026,2,8478483,VGK,Beyond Red Line,1,0,0
2026,2,8478483,VGK,Center Point,21,2,0.0952
2026,2,8478483,VGK,Crease,3,2,0.6667
2026,2,8478483,VGK,High Slot,19,3,0.1579
2026,2,8478483,VGK,L Circle,12,0,0
2026,2,8478483,VGK,L Corner,0,0,0
2026,2,8478483,VGK,L Net Side,0,0,0
2026,2,8478483,VGK,L Point,6,1,0.1667
2026,2,8478483,VGK,Low Slot,39,10,0.2564
2026,2,8478483,VGK,Offensive Neutral Zone,4,0,0
2026,2,8478483,VGK,Outside L,4,2,0.5
2026,2,8478483,VGK,Outside R,18,1,0.0556
2026,2,8478483,VGK,R Circle,22,1,0.0455
2026,2,8478483,VGK,R Corner,1,0,0
2026,2,8478483,VGK,R Net Side,4,1,0.25
2026,2,8478483,VGK,R Point,8,0,0
2026,2,8477939,TOR,Behind the Net,1,0,0
2026,2,8477939,TOR,Beyond Red Line,3,0,0
2026,2,8477939,TOR,Center Point,11,1,0.0909
2026,2,8477939,TOR,Crease,6,2,0.3333
2026,2,8477939,TOR,High Slot,13,2,0.1538
2026,2,8477939,TOR,L Circle,18,2,0.1111
2026,2,8477939,TOR,L Corner,0,0,0
2026,2,8477939,TOR,L Net Side,6,1,0.1667
2026,2,8477939,TOR,L Point,10,0,0
2026,2,8477939,TOR,Low Slot,40,18,0.45
2026,2,8477939,TOR,Offensive Neutral Zone,6,1,0.1667
2026,2,8477939,TOR,Outside L,6,0,0
2026,2,8477939,TOR,Outside R,15,1,0.0667
2026,2,8477939,TOR,R Circle,15,2,0.1333
2026,2,8477939,TOR,R Corner,0,0,0
2026,2,8477939,TOR,R Net Side,3,0,0
2026,2,8477939,TOR,R Point,3,0,0
2026,2,8480069,COL,Behind the Net,0,0,0
2026,2,8480069,COL,Beyond Red Line,5,2,0.4
2026,2,8480069,COL,Center Point,51,3,0.0588
2026,2,8480069,COL,Crease,1,0,0
2026,2,8480069,COL,High Slot,24,3,0.125
2026,2,8480069,COL,L Circle,11,2,0.1818
2026,2,8480069,COL,L Corner,0,0,0
2026,2,8480069,COL,L Net Side,2,0,0
2026,2,8480069,COL,L Point,11,0,0
2026,2,8480069,COL,Low Slot,17,2,0.1176
2026,2,8480069,COL,Offensive Neutral Zone,0,0,0
2026,2,8480069,COL,Outside L,1,0,0
2026,2,8480069,COL,Outside R,15,1,0.0667
2026,2,8480069,COL,R Circle,29,5,0.1724
2026,2,8480069,COL,R Corner,0,0,0
2026,2,8480069,COL,R Net Side,4,1,0.25
2026,2,8480069,COL,R Point,28,1,0.0357
2026,2,8476459,NYR,Behind the Net,1,1,1
2026,2,8476459,NYR,Beyond Red Line,9,1,0.1111
2026,2,8476459,NYR,Center Point,21,1,0.0476
2026,2,8476459,NYR,Crease,4,2,0.5
2026,2,8476459,NYR,High Slot,21,4,0.1905
2026,2,8476459,NYR,L Circle,24,5,0.2083
2026,2,8476459,NYR,L Corner,0,0,0
2026,2,8476459,NYR,L Net Side,12,3,0.25
2026,2,8476459,NYR,L Point,8,1,0.125
2026,2,8476459,NYR,Low Slot,49,12,0.2449
2026,2,8476459,NYR,Offensive Neutral Zone,6,0,0
2026,2,8476459,NYR,Outside L,13,2,0.1538
2026,2,8476459,NYR,Outside R,10,1,0.1
2026,2,8476459,NYR,R Circle,20,0,0
2026,2,8476459,NYR,R Corner,0,0,0
2026,2,8476459,NYR,R Net Side,7,1,0.1429
2026,2,8476459,NYR,R Point,10,0,0
2026,2,8483457,MTL,Behind the Net,1,0,0
2026,2,8483457,MTL,Beyond Red Line,3,1,0.3333
2026,2,8483457,MTL,Center Point,17,0,0
2026,2,8483457,MTL,Crease,3,1,0.3333
2026,2,8483457,MTL,High Slot,20,6,0.3
2026,2,8483457,MTL,L Circle,14,0,0
2026,2,8483457,MTL,L Corner,0,0,0
2026,2,8483457,MTL,L Net Side,3,0,0
2026,2,8483457,MTL,L Point,17,0,0
2026,2,8483457,MTL,Low Slot,16,2,0.125
2026,2,8483457,MTL,Offensive Neutral Zone,3,0,0
2026,2,8483457,MTL,Outside L,12,0,0
2026,2,8483457,MTL,Outside R,2,1,0.5
2026,2,8483457,MTL,R Circle,7,1,0.1429
2026,2,8483457,MTL,R Corner,0,0,0
2026,2,8483457,MTL,R Net Side,1,0,0
2026,2,8483457,MTL,R Point,5,0,0
2026,2,8478420,DAL,Behind the Net,1,0,0
2026,2,8478420,DAL,Beyond Red Line,3,0,0
2026,2,8478420,DAL,Center Point,6,0,0
2026,2,8478420,DAL,Crease,4,3,0.75
2026,2,8478420,DAL,High Slot,22,1,0.0455
2026,2,8478420,DAL,L Circle,17,1,0.0588
2026,2,8478420,DAL,L Corner,0,0,0
2026,2,8478420,DAL,L Net Side,5,0,0
2026,2,8478420,DAL,L Point,2,0,0
2026,2,8478420,DAL,Low Slot,43,15,0.3488
2026,2,8478420,DAL,Offensive Neutral Zone,2,0,0
2026,2,8478420,DAL,Outside L,2,0,0
2026,2,8478420,DAL,Outside R,9,1,0.1111
2026,2,8478420,DAL,R Circle,17,1,0.0588
2026,2,8478420,DAL,R Corner,0,0,0
2026,2,8478420,DAL,R Net Side,5,0,0
2026,2,8478420,DAL,R Point,1,0,0
2026,2,8481559,NJD,Behind the Net,2,0,0
2026,2,8481559,NJD,Beyond Red Line,2,1,0.5
2026,2,8481559,NJD,Center Point,10,2,0.2
2026,2,8481559,NJD,Crease,6,0,0
2026,2,8481559,NJD,High Slot,25,3,0.12
2026,2,8481559,NJD,L Circle,43,8,0.186
2026,2,8481559,NJD,L Corner,2,0,0
2026,2,8481559,NJD,L Net Side,11,1,0.0909
2026,2,8481559,NJD,L Point,3,0,0
2026,2,8481559,NJD,Low Slot,58,7,0.1207
2026,2,8481559,NJD,Offensive Neutral Zone,1,0,0
2026,2,8481559,NJD,Outside L,12,1,0.0833
2026,2,8481559,NJD,Outside R,10,0,0
2026,2,8481559,NJD,R Circle,30,3,0.1
2026,2,8481559,NJD,R Corner,0,0,0
2026,2,8481559,NJD,R Net Side,11,1,0.0909
2026,2,8481559,NJD,R Point,2,0,0
2026,2,8480800,"VAN,MIN",Behind the Net,0,0,0
2026,2,8480800,"VAN,MIN",Beyond Red Line,5,1,0.2
2026,2,8480800,"VAN,MIN",Center Point,41,0,0
2026,2,8480800,"VAN,MIN",Crease,0,0,0
2026,2,8480800,"VAN,MIN",High Slot,28,2,0.0714
2026,2,8480800,"VAN,MIN",L Circle,28,0,0
2026,2,8480800,"VAN,MIN",L Corner,0,0,0
2026,2,8480800,"VAN,MIN",L Net Side,5,1,0.2
2026,2,8480800,"VAN,MIN",L Point,25,0,0
2026,2,8480800,"VAN,MIN",Low Slot,10,2,0.2
2026,2,8480800,"VAN,MIN",Offensive Neutral Zone,1,0,0
2026,2,8480800,"VAN,MIN",Outside L,13,0,0
2026,2,8480800,"VAN,MIN",Outside R,8,0,0
2026,2,8480800,"VAN,MIN",R Circle,9,1,0.1111
2026,2,8480800,"VAN,MIN",R Corner,0,0,0
2026,2,8480800,"VAN,MIN",R Net Side,3,0,0
2026,2,8480800,"VAN,MIN",R Point,11,0,0
2026,2,8482078,DET,Behind the Net,1,0,0
2026,2,8482078,DET,Beyond Red Line,2,0,0
2026,2,8482078,DET,Center Point,10,0,0
2026,2,8482078,DET,Crease,3,2,0.6667
2026,2,8482078,DET,High Slot,21,1,0.0476
2026,2,8482078,DET,L Circle,32,4,0.125
2026,2,8482078,DET,L Corner,0,0,0
2026,2,8482078,DET,L Net Side,10,2,0.2
2026,2,8482078,DET,L Point,7,0,0
2026,2,8482078,DET,Low Slot,41,12,0.2927
2026,2,8482078,DET,Offensive Neutral Zone,6,0,0
2026,2,8482078,DET,Outside L,6,0,0
2026,2,8482078,DET,Outside R,11,0,0
2026,2,8482078,DET,R Circle,18,4,0.2222
2026,2,8482078,DET,R Corner,0,0,0
2026,2,8482078,DET,R Net Side,3,0,0
2026,2,8482078,DET,R Point,2,0,0
2026,2,8476887,NSH,Behind the Net,2,0,0
2026,2,8476887,NSH,Beyond Red Line,3,0,0
2026,2,8476887,NSH,Center Point,9,0,0
2026,2,8476887,NSH,Crease,10,4,0.4
2026,2,8476887,NSH,High Slot,31,7,0.2258
2026,2,8476887,NSH,L Circle,34,2,0.0588
2026,2,8476887,NSH,L Corner,0,0,0
2026,2,8476887,NSH,L Net Side,4,2,0.5
2026,2,8476887,NSH,L Point,9,1,0.1111
2026,2,8476887,NSH,Low Slot,48,11,0.2292
2026,2,8476887,NSH,Offensive Neutral Zone,3,2,0.6667
2026,2,8476887,NSH,Outside L,12,4,0.3333
2026,2,8476887,NSH,Outside R,23,1,0.0435
2026,2,8476887,NSH,R Circle,36,5,0.1389
2026,2,8476887,NSH,R Corner,0,0,0
2026,2,8476887,NSH,R Net Side,7,1,0.1429
2026,2,8476887,NSH,R Point,15,0,0
2026,2,8484144,CHI,Behind the Net,1,0,0
2026,2,8484144,CHI,Beyond Red Line,4,2,0.5
2026,2,8484144,CHI,Center Point,9,1,0.1111
2026,2,8484144,CHI,Crease,8,4,0.5
2026,2,8484144,CHI,High Slot,34,2,0.0588
2026,2,8484144,CHI,L Circle,19,3,0.1579
2026,2,8484144,CHI,L Corner,0,0,0
2026,2,8484144,CHI,L Net Side,4,1,0.25
2026,2,8484144,CHI,L Point,7,1,0.1429
2026,2,8484144,CHI,Low Slot,46,9,0.1957
2026,2,8484144,CHI,Offensive Neutral Zone,3,0,0
2026,2,8484144,CHI,Outside L,10,1,0.1
2026,2,8484144,CHI,Outside R,16,1,0.0625
2026,2,8484144,CHI,R Circle,49,5,0.102
2026,2,8484144,CHI,R Corner,1,0,0
2026,2,8484144,CHI,R Net Side,11,0,0
2026,2,8484144,CHI,R Point,4,0,0
2026,2,8471675,PIT,Behind the Net,6,1,0.1667
2026,2,8471675,PIT,Beyond Red Line,6,1,0.1667
