season,game_type,game_id,game_date,home_full,away_abbrev,home_score,away_score,period_type
2026,2,2025020003,2025-10-07,Los Angeles Kings,COL,1,4,REG
2026,2,2025020001,2025-10-07,Florida Panthers,CHI,3,2,REG
2026,2,2025020002,2025-10-07,New York Rangers,PIT,0,3,REG
2026,2,2025020006,2025-10-08,Edmonton Oilers,CGY,3,3,REG
2026,2,2025020005,2025-10-08,Washington Capitals,BOS,1,3,REG
2026,2,2025020004,2025-10-08,Toronto Maple Leafs,MTL,5,2,REG
2026,2,2025020007,2025-10-08,Vegas Golden Knights,LAK,5,5,REG
2026,2,2025020011,2025-10-09,Tampa Bay Lightning,OTT,4,5,REG
2026,2,2025020016,2025-10-09,Nashville Predators,CBJ,2,1,REG
2026,2,2025020014,2025-10-09,Carolina Hurricanes,NJD,6,3,REG
2026,2,2025020021,2025-10-09,Seattle Kraken,ANA,3,1,REG
2026,2,2025020018,2025-10-09,Colorado Avalanche,UTA,2,1,REG
2026,2,2025020010,2025-10-09,Detroit Red Wings,MTL,1,5,REG
2026,2,2025020009,2025-10-09,Buffalo Sabres,NYR,0,4,REG
2026,2,2025020020,2025-10-09,San Jose Sharks,VGK,3,4,REG
2026,2,2025020015,2025-10-09,St. Louis Blues,MIN,0,5,REG
2026,2,2025020012,2025-10-09,Florida Panthers,PHI,2,1,REG
2026,2,2025020013,2025-10-09,Pittsburgh Penguins,NYI,4,3,REG
2026,2,2025020017,2025-10-09,Winnipeg Jets,DAL,4,5,REG
2026,2,2025020019,2025-10-09,Vancouver Canucks,CGY,5,1,REG
2026,2,2025020008,2025-10-09,Boston Bruins,CHI,4,3,REG
2026,2,2025020022,2025-10-11,Winnipeg Jets,LAK,3,2,REG
2026,2,2025020035,2025-10-11,Edmonton Oilers,VAN,3,1,REG
2026,2,2025020030,2025-10-11,Carolina Hurricanes,PHI,4,3,REG
2026,2,2025020037,2025-10-11,Seattle Kraken,VGK,2,1,REG
2026,2,2025020033,2025-10-11,Minnesota Wild,CBJ,4,7,REG
2026,2,2025020027,2025-10-11,Florida Panthers,OTT,6,2,REG
2026,2,2025020026,2025-10-11,Tampa Bay Lightning,NJD,3,5,REG
2026,2,2025020032,2025-10-11,Nashville Predators,UTA,2,3,REG
