season,game_type,player_id,first_name,last_name,position,team_abbrev,gp,goals,assists,points,top_shot_speed_mph,avg_shot_speed_mph,shot_attempts_over100,shot_attempts_90_100,shot_attempts_80_90,shot_attempts_70_80,max_skate_speed_mph,bursts_over22,bursts_20_22,bursts_18_20,dist_total_mi,dist_per60_mi,dist_max_game_mi,oz_pct,nz_pct,dz_pct,oz_league_avg,dz_league_avg,oz_starts_pct,nz_starts_pct,dz_starts_pct
2025,2,8476453,Nikita,Kucherov,R,TBL,78,37,84,121,96.28,62.0417,0,4,66,89,22.832,2,100,530,265.1956,9.6272,4.3984,0.45731189,0.18199583,0.36069228,0.4234038,0.39829213,0.4204,0.2766,0.303
2025,2,8477492,Nathan,MacKinnon,C,COL,79,32,84,116,87.93,58.3916,0,0,25,92,23.829,83,464,762,291.8882,9.7306,4.6687,0.47961458,0.17788214,0.34250328,0.4234038,0.39829213,0.4496,0.3037,0.2467
2025,2,8477934,Leon,Draisaitl,C,EDM,71,52,54,106,87.42,57.0155,0,0,11,78,23.2,14,188,679,235.2795,9.2403,3.8977,0.47960283,0.17420931,0.34618786,0.4234038,0.39829213,0.4319,0.2973,0.2709
2025,2,8477956,David,Pastrnak,R,BOS,82,43,63,106,98.03,62.3312,0,13,71,120,22.37,4,100,560,265.0194,9.6064,4.1437,0.45705273,0.18074446,0.36220281,0.4234038,0.39829213,0.4904,0.2814,0.2282
2025,2,8478483,Mitch,Marner,R,TOR,81,27,75,102,87.31,58.3515,0,0,11,64,23.559,3,83,408,269.389,9.3616,4.1142,0.42171878,0.17453102,0.4037502,0.4234038,0.39829213,0.3251,0.3366,0.3383
2025,2,8478402,Connor,McDavid,C,EDM,67,26,74,100,88,53.6149,0,0,7,70,23.969,83,359,745,256.1121,10.4104,4.7551,0.49282734,0.17138219,0.33579046,0.4234038,0.39829213,0.4609,0.3063,0.2329
2025,2,8478398,Kyle,Connor,L,WPG,82,41,56,97,89.31,60.8663,0,0,46,103,22.637,6,162,706,282.3417,10.1297,4.2511,0.44218157,0.1715353,0.38628313,0.4234038,0.39829213,0.4516,0.2903,0.2581
2025,2,8478403,Jack,Eichel,C,VGK,77,28,66,94,94.11,64.9392,0,5,69,91,23.496,28,320,837,258.6751,9.8164,3.96,0.43454893,0.17568303,0.38976804,0.4234038,0.39829213,0.3943,0.3294,0.2763
2025,2,8480069,Cale,Makar,D,COL,80,30,62,92,98.42,69.9608,0,33,61,241,23.626,27,179,488,303.7754,8.8594,4.6439,0.45505685,0.17331538,0.37162777,0.41878266,0.40259211,0.4368,0.2879,0.2753
2025,2,8471675,Sidney,Crosby,C,PIT,80,33,58,91,94.48,53.0843,0,2,14,43,22.544,5,154,597,264.12,9.7224,4.0675,0.45881734,0.17635786,0.3648248,0.4234038,0.39829213,0.4075,0.3317,0.2608
2025,2,8479343,Clayton,Keller,C,UTA,81,30,60,90,89.28,57.458,0,0,28,42,23.168,3,93,619,239.1594,9.2664,3.7698,0.46207802,0.18326501,0.35465697,0.4234038,0.39829213,0.4166,0.3172,0.2662
2025,2,8479542,Brandon,Hagel,L,TBL,82,35,55,90,87.53,55.4953,0,0,10,73,23.204,18,173,558,248.8205,8.777,3.8532,0.42670546,0.1822528,0.39104174,0.4234038,0.39829213,0.2855,0.3331,0.3815
2025,2,8478550,Artemi,Panarin,L,NYR,80,37,52,89,90.09,65.1712,0,1,36,169,21.834,0,62,447,253.3219,9.6525,4.0204,0.46608278,0.17318062,0.3607366,0.4234038,0.39829213,0.4289,0.351,0.2201
2025,2,8480018,Nick,Suzuki,C,MTL,82,30,59,89,87.23,59.0766,0,0,24,87,22.891,5,183,672,262.0734,9.5591,4.2385,0.43627815,0.16967715,0.3940447,0.4234038,0.39829213,0.3763,0.3217,0.302
2025,2,8478420,Mikko,Rantanen,R,CAR,82,32,56,88,92.09,56.9331,0,1,16,80,22.886,2,79,494,257.399,8.8634,3.9972,0.46530299,0.18028193,0.35441509,0.4234038,0.39829213,0.4202,0.3147,0.2651
2025,2,8479407,Jesper,Bratt,L,NJD,81,21,67,88,91.32,58.6881,0,1,15,74,22.68,12,162,643,254.7864,9.9604,4.0243,0.44421494,0.17983757,0.37594749,0.4234038,0.39829213,0.4397,0.3509,0.2094
2025,2,8476460,Mark,Scheifele,C,WPG,82,39,48,87,90.91,54.4475,0,1,15,48,22.309,2,103,612,278.1732,9.9581,4.1187,0.44352022,0.17250826,0.38397153,0.4234038,0.39829213,0.4452,0.2843,0.2706
2025,2,8477939,William,Nylander,R,TOR,82,45,39,84,93.82,62.103,0,4,62,109,22.636,6,130,642,255.835,9.5951,3.7869,0.44166033,0.17598404,0.38235563,0.4234038,0.39829213,0.36,0.3251,0.3149
2025,2,8480039,Martin,Necas,C,CAR,79,27,56,83,94.62,61.7304,0,5,27,86,24.491,47,323,831,254.7447,10.1838,4.0912,0.4818531,0.17668768,0.34145923,0.4234038,0.39829213,0.4038,0.3294,0.2669
2025,2,8475168,Matt,Duchene,C,DAL,82,30,52,82,84.23,55.8727,0,0,7,52,21.97,0,159,601,224.9252,9.6005,3.4991,0.42881414,0.19077014,0.38041572,0.4234038,0.39829213,0.3491,0.3124,0.3385
2025,2,8478010,Brayden,Point,C,TBL,77,42,40,82,81.99,47.8026,0,0,1,21,23.759,31,391,882,243.8014,9.7527,3.9926,0.45171407,0.17971052,0.36857541,0.4234038,0.39829213,0.4232,0.277,0.2998
2025,2,8478440,Dylan,Strome,C,WSH,82,29,53,82,85.56,54.1199,0,0,7,41,21.638,0,36,405,233.1382,9.8131,3.5255,0.44165727,0.17399733,0.3843454,0.4234038,0.39829213,0.5276,0.3206,0.1518
2025,2,8478460,Zach,Werenski,D,CBJ,81,23,59,82,91.92,67.3787,0,3,100,173,23.081,12,150,559,320.2548,8.8698,5.1639,0.42853879,0.17969519,0.39176602,0.41878266,0.40259211,0.3828,0.3239,0.2933
2025,2,8477933,Sam,Reinhart,C,FLA,79,39,42,81,86,55.2611,0,0,6,62,21.758,0,58,428,250.846,9.2924,3.9656,0.47144325,0.16703818,0.36151857,0.4234038,0.39829213,0.3822,0.333,0.2848
2025,2,8480023,Robert,Thomas,C,STL,70,21,60,81,87.22,60.0838,0,0,13,61,21.703,0,86,466,226.8893,9.7442,4.0448,0.43800414,0.17569641,0.38629945,0.4234038,0.39829213,0.3707,0.2798,0.3495
2025,2,8477404,Jake,Guentzel,C,TBL,80,41,39,80,83.47,52.0073,0,0,3,44,22.197,2,108,543,247.3388,9.2786,4.0124,0.45160895,0.17723188,0.37115918,0.4234038,0.39829213,0.4123,0.301,0.2867
2025,2,8480027,Jason,Robertson,L,DAL,82,35,45,80,90.3,59.5907,0,1,23,93,21.672,0,23,195,227.1538,9.3411,3.5516,0.43099262,0.19031682,0.37869056,0.4234038,0.39829213,0.3078,0.3363,0.3559
2025,2,8482078,Lucas,Raymond,L,DET,82,27,53,80,89.87,59.8528,0,0,31,90,22.897,10,123,547,242.1385,9.4325,3.7889,0.45582669,0.17181061,0.37236271,0.4234038,0.39829213,0.3085,0.333,0.3584
2025,2,8482116,Tim,Stützle,C,OTT,82,24,55,79,90.51,60.6955,0,2,22,72,23.663,33,347,811,273.1901,10.0891,4.2688,0.47613027,0.17063416,0.35323556,0.4234038,0.39829213,0.4549,0.3072,0.2379
2025,2,8479318,Auston,Matthews,C,TOR,67,33,45,78,90.56,57.4688,0,2,33,82,22.505,2,76,505,229.2754,10.0293,4.1682,0.42922879,0.17702545,0.39374576,0.4234038,0.39829213,0.3594,0.3444,0.2961
2025,2,8476887,Filip,Forsberg,L,NSH,82,31,45,76,96.32,62.823,0,3,82,133,22.122,1,57,491,242.9176,9.5419,3.4639,0.45605,0.18762661,0.35632339,0.4234038,0.39829213,0.4233,0.3322,0.2445
2025,2,8478439,Travis,Konecny,R,PHI,82,24,52,76,92.38,61.0531,0,2,32,93,22.905,5,142,555,264.9759,9.4106,3.8942,0.43333449,0.18025095,0.38641456,0.4234038,0.39829213,0.3965,0.3163,0.2871
2025,2,8480800,Quinn,Hughes,D,VAN,68,16,60,76,95.62,67.35,0,10,47,135,24.561,7,101,480,257.5702,8.8331,4.967,0.47214611,0.17033259,0.3575213,0.41878266,0.40259211,0.4184,0.3471,0.2345
