"game_id","event_idx","period","time_in_period","t_abs","situation_code","situation_label","event_type","owner_team_id","home_id","home_defending_side","shooter_id","goalie_id","x_coord","y_coord","zone_code","shot_type","is_goal","xg","is_rebound_at_scoring"
"2012020001",4,1,29,29,"1551","5v5","shot-on-goal","5","4","right","8468498","8468524",43,24,"O","snap",FALSE,0.0118348496034741,FALSE
"2012020001",7,1,46,46,"1551","5v5","shot-on-goal","4","4","right","8470171","8470594",-85,3,"O","wrist",FALSE,0.259809195995331,FALSE
"2012020001",16,1,148,148,"1551","5v5","shot-on-goal","5","4","right","8471724","8468524",31,-9,"O","wrist",FALSE,0.0180308595299721,FALSE
"2012020001",20,1,178,178,"1541","away_pp","missed-shot","5","4","right","8471675","8468524",77,-10,"O","wrist",FALSE,0.120221138000488,FALSE
"2012020001",23,1,188,188,"1541","away_pp","blocked-shot","5","4","right","8471707",NA,74,-5,"D",NA,FALSE,NA,FALSE
"2012020001",24,1,208,208,"1541","away_pp","shot-on-goal","5","4","right","8471707","8468524",75,9,"O","wrist",FALSE,0.126834154129028,FALSE
"2012020001",29,1,276,276,"1541","away_pp","blocked-shot","5","4","right","8471311",NA,60,8,"D",NA,FALSE,NA,FALSE
"2012020001",32,1,280,280,"1541","away_pp","goal","5","4","right","8468542","8468524",31,-15,"O","slap",TRUE,0.0358934737741947,FALSE
"2012020001",37,1,304,304,"1451","home_pp","blocked-shot","4","4","right","8473512",NA,-56,-7,"D",NA,FALSE,NA,FALSE
"2012020001",40,1,342,342,"1451","home_pp","blocked-shot","4","4","right","8468486",NA,-62,-3,"D",NA,FALSE,NA,FALSE
"2012020001",43,1,359,359,"1451","home_pp","shot-on-goal","4","4","right","8474161","8470594",-53,17,"O","snap",FALSE,0.0788448229432106,FALSE
"2012020001",50,1,440,440,"1551","5v5","goal","5","4","right","8471707","8468524",60,10,"O","snap",TRUE,0.109431155025959,FALSE
"2012020001",54,1,469,469,"1551","5v5","shot-on-goal","5","4","right","8471215","8468524",83,-36,"O","slap",FALSE,0.0277991276234388,FALSE
"2012020001",55,1,474,474,"1551","5v5","missed-shot","5","4","right","8471707","8468524",79,-7,"O","deflected",FALSE,0.0741389319300652,FALSE
"2012020001",57,1,523,523,"1551","5v5","shot-on-goal","5","4","right","8468498","8468524",34,27,"O","slap",FALSE,0.0160552058368921,FALSE
"2012020001",58,1,537,537,"1551","5v5","shot-on-goal","5","4","right","8471675","8468524",9,25,"N","slap",FALSE,0.00140535342507064,FALSE
"2012020001",68,1,638,638,"1551","5v5","blocked-shot","4","4","right","8474892",NA,-51,-26,"D",NA,FALSE,NA,FALSE
"2012020001",79,1,767,767,"1451","home_pp","shot-on-goal","4","4","right","8474161","8470594",-62,33,"O","snap",FALSE,0.0430688224732876,FALSE
"2012020001",80,1,798,798,"1451","home_pp","missed-shot","4","4","right","8471236","8470594",-38,20,"O","slap",FALSE,0.0408180505037308,FALSE
"2012020001",86,1,861,861,"1551","5v5","shot-on-goal","5","4","right","8471675","8468524",78,20,"O","snap",FALSE,0.054058875888586,FALSE
"2012020001",87,1,866,866,"1551","5v5","blocked-shot","5","4","right","8471702",NA,46,4,"D",NA,FALSE,NA,FALSE
"2012020001",93,1,886,886,"1551","5v5","shot-on-goal","5","4","right","8471702","8468524",36,4,"O","snap",FALSE,0.0254458077251911,FALSE
"2012020001",96,1,902,902,"1551","5v5","shot-on-goal","5","4","right","8471702","8468524",41,7,"O","slap",FALSE,0.0325727388262749,FALSE
"2012020001",101,1,932,932,"1551","5v5","blocked-shot","4","4","right","8476872",NA,-72,11,"D",NA,FALSE,NA,FALSE
"2012020001",108,1,983,983,"1451","home_pp","missed-shot","4","4","right","8474161","8470594",-58,23,"O","snap",FALSE,0.0674871578812599,FALSE
"2012020001",109,1,991,991,"1451","home_pp","shot-on-goal","4","4","right","8459670","8470594",-30,-8,"O","slap",FALSE,0.0317697152495384,FALSE
"2012020001",110,1,1007,1007,"1451","home_pp","shot-on-goal","4","4","right","8474161","8470594",-63,25,"O","slap",FALSE,0.0982518717646599,FALSE
"2012020001",111,1,1018,1018,"1451","home_pp","shot-on-goal","4","4","right","8459670","8470594",-33,11,"O","snap",FALSE,0.0403478927910328,FALSE
"2012020001",114,1,1027,1027,"1451","home_pp","missed-shot","4","4","right","8476461","8470594",-59,25,"O","snap",FALSE,0.0676724910736084,FALSE
"2012020001",125,1,1194,1194,"1551","5v5","missed-shot","4","4","right","8470601","8470594",-32,6,"O","slap",FALSE,0.0363777279853821,FALSE
"2012020001",127,1,1199,1199,"1551","5v5","missed-shot","4","4","right","8470601","8470594",-41,-19,"O","wrist",FALSE,0.0145508330315351,FALSE
"2012020001",132,2,23,1223,"1551","5v5","goal","4","4","left","8473512","8470594",86,-5,"O","wrist",TRUE,0.148173242807388,FALSE
"2012020001",135,2,62,1262,"1551","5v5","shot-on-goal","4","4","left","8471269","8470594",20,21,"N","slap",FALSE,0.00271237618289888,FALSE
"2012020001",136,2,74,1274,"1551","5v5","missed-shot","5","4","left","8471707","8468524",-72,7,"O","snap",FALSE,0.172475427389145,FALSE
"2012020001",141,2,92,1292,"1551","5v5","missed-shot","5","4","left","8474091","8468524",-70,25,"O","snap",FALSE,0.0431263111531734,FALSE
"2012020001",143,2,111,1311,"1551","5v5","blocked-shot","5","4","left","8475155",NA,-68,-18,"D",NA,FALSE,NA,FALSE
"2012020001",144,2,114,1314,"1551","5v5","blocked-shot","5","4","left","8471311",NA,-51,-27,"D",NA,FALSE,NA,TRUE
"2012020001",148,2,171,1371,"1551","5v5","blocked-shot","4","4","left","8474892",NA,61,-11,"D",NA,FALSE,NA,FALSE
"2012020001",151,2,201,1401,"1551","5v5","missed-shot","5","4","left","8471675","8468524",-81,1,"O","wrist",FALSE,0.174470141530037,FALSE
"2012020001",152,2,204,1404,"1551","5v5","shot-on-goal","4","4","left","8468486","8470594",58,30,"O","snap",FALSE,0.0134591739624739,FALSE
"2012020001",154,2,220,1420,"1551","5v5","blocked-shot","5","4","left","8470543",NA,-67,-3,"D",NA,FALSE,NA,FALSE
"2012020001",155,2,228,1428,"1551","5v5","shot-on-goal","5","4","left","8471702","8468524",-31,-5,"O","slap",FALSE,0.0380482599139214,FALSE
"2012020001",158,2,271,1471,"1541","away_pp","missed-shot","5","4","left","8474091","8468524",-73,-2,"O","deflected",FALSE,0.0939830169081688,FALSE
"2012020001",159,2,301,1501,"1541","away_pp","shot-on-goal","5","4","left","8471215","8468524",-47,13,"O","slap",FALSE,0.0560308210551739,FALSE
"2012020001",165,2,366,1566,"1551","5v5","shot-on-goal","5","4","left","8470854","8468524",-77,-4,"O","deflected",FALSE,0.0780620500445366,FALSE
"2012020001",168,2,412,1612,"1551","5v5","blocked-shot","4","4","left","8474190",NA,81,-11,"D",NA,FALSE,NA,FALSE
"2012020001",170,2,453,1653,"1551","5v5","missed-shot","4","4","left","8470601","8470594",36,-19,"O","snap",FALSE,0.0228597093373537,FALSE
"2012020001",177,2,502,1702,"1551","5v5","missed-shot","4","4","left","8470601","8470594",35,0,"O","snap",FALSE,0.0289268214255571,FALSE
"2012020001",180,2,531,1731,"1551","5v5","missed-shot","5","4","left","8471215","8468524",-67,7,"O","wrist",FALSE,0.110739134252071,FALSE
"2012020001",183,2,573,1773,"1551","5v5","shot-on-goal","4","4","left","8474161","8470594",82,2,"O","tip-in",FALSE,0.123364984989166,FALSE
"2012020001",184,2,585,1785,"1551","5v5","shot-on-goal","5","4","left","8471724","8468524",-65,-26,"O","slap",FALSE,0.0611650049686432,FALSE
"2012020001",187,2,589,1789,"1551","5v5","missed-shot","5","4","left","8468674","8468524",-30,-10,"O","slap",FALSE,0.0244622435420752,FALSE
"2012020001",190,2,632,1832,"1551","5v5","missed-shot","4","4","left","8459670","8470594",33,7,"O","slap",FALSE,0.0346979536116123,FALSE
"2012020001",193,2,660,1860,"1551","5v5","shot-on-goal","4","4","left","8474190","8470594",44,-2,"O","snap",FALSE,0.0335952155292034,FALSE
"2012020001",196,2,676,1876,"1551","5v5","shot-on-goal","4","4","left","8468486","8470594",54,0,"O","slap",FALSE,0.118970595300198,FALSE
"2012020001",197,2,688,1888,"1551","5v5","shot-on-goal","4","4","left","8473512","8470594",87,12,"O","backhand",FALSE,0.0248116329312325,FALSE
"2012020001",204,2,733,1933,"1551","5v5","blocked-shot","4","4","left","8471236",NA,75,-5,"D",NA,FALSE,NA,FALSE
"2012020001",205,2,735,1935,"1551","5v5","blocked-shot","4","4","left","8471236",NA,64,-7,"D",NA,FALSE,NA,TRUE
"2012020001",209,2,803,2003,"1551","5v5","missed-shot","4","4","left","8474190","8470594",46,34,"O","snap",FALSE,0.00993039738386869,FALSE
"2012020001",211,2,834,2034,"1551","5v5","shot-on-goal","5","4","left","8465951","8468524",-33,-34,"O","wrist",FALSE,0.0083021642640233,FALSE
"2012020001",215,2,851,2051,"1551","5v5","blocked-shot","4","4","left","8471269",NA,72,1,"D",NA,FALSE,NA,FALSE
"2012020001",219,2,893,2093,"1551","5v5","blocked-shot","4","4","left","8471236",NA,57,-5,"D",NA,FALSE,NA,FALSE
"2012020001",220,2,912,2112,"1551","5v5","blocked-shot","4","4","left","8474161",NA,73,5,"D",NA,FALSE,NA,FALSE
