season,game_type,player_id,player_name,last_name,team_abbrev,position,shoots,gp,goals,assists,points,points_per_game,plus_minus,pim,shots,shooting_pct,toi_per_game,ev_goals,ev_points,pp_goals,pp_points,sh_goals,sh_points,ot_goals,gw_goals,fo_win_pct
2026,2,8478402,Connor McDavid,McDavid,EDM,C,L,82,48,90,138,1.68292,17,44,306,0.15686,1379.1219,34,82,13,54,1,2,1,4,0.49512
2026,2,8476453,Nikita Kucherov,Kucherov,TBL,R,L,76,44,86,130,1.71052,43,50,231,0.19047,1220.1052,35,92,8,37,1,1,2,8,0
2026,2,8477492,Nathan MacKinnon,MacKinnon,COL,C,R,80,53,74,127,1.5875,57,39,350,0.15142,1335.7125,42,97,11,30,0,0,1,7,0.51049
2026,2,8484801,Macklin Celebrini,Celebrini,SJS,C,L,82,45,70,115,1.40243,8,44,287,0.15679,1278.9512,37,82,8,33,0,0,2,5,0.48638
2026,2,8476460,Mark Scheifele,Scheifele,WPG,C,R,82,36,67,103,1.25609,0,43,175,0.20571,1290.2439,29,80,7,22,0,1,1,6,0.46661
2026,2,8480018,Nick Suzuki,Suzuki,MTL,C,R,82,29,72,101,1.2317,37,28,183,0.15846,1249.2317,17,57,11,43,1,1,1,2,0.50448
2026,2,8480039,Martin Necas,Necas,COL,C,R,78,38,62,100,1.28205,47,30,206,0.18446,1289.8846,29,76,9,24,0,0,0,5,0.42857
2026,2,8477956,David Pastrnak,Pastrnak,BOS,R,R,77,29,71,100,1.2987,4,72,261,0.11111,1239.3376,19,67,10,33,0,0,1,4,0.22222
2026,2,8477934,Leon Draisaitl,Draisaitl,EDM,C,L,65,35,62,97,1.4923,13,26,186,0.18817,1294.5076,18,54,16,42,1,1,1,3,0.56935
2026,2,8480027,Jason Robertson,Robertson,DAL,L,L,82,45,51,96,1.17073,22,32,294,0.15306,1215.1829,30,55,15,41,0,0,1,9,0.33333
2026,2,8480803,Evan Bouchard,Bouchard,EDM,D,R,82,21,74,95,1.15853,25,30,221,0.09502,1480.6585,14,60,7,33,0,2,3,5,NA
2026,2,8478398,Kyle Connor,Connor,WPG,L,L,82,39,53,92,1.12195,-2,16,274,0.14233,1290.378,32,70,5,19,2,3,2,5,0
2026,2,8478403,Jack Eichel,Eichel,VGK,C,R,74,27,63,90,1.21621,23,18,260,0.10384,1272.054,25,59,1,28,1,3,3,6,0.47651
2026,2,8478864,Kirill Kaprizov,Kaprizov,MIN,L,L,78,45,44,89,1.14102,10,28,269,0.16728,1328.8076,26,57,19,32,0,0,4,7,0
2026,2,8481540,Cole Caufield,Caufield,MTL,R,R,81,51,37,88,1.08641,29,14,258,0.19767,1091.0123,40,59,11,29,0,0,5,12,0.33333
2026,2,8477404,Jake Guentzel,Guentzel,TBL,C,L,81,38,50,88,1.08641,13,61,220,0.17272,1214.753,28,56,8,30,2,2,2,5,0.47826
2026,2,8479343,Clayton Keller,Keller,UTA,R,L,82,26,62,88,1.07317,21,38,225,0.11555,1145.1463,23,61,3,27,0,0,4,6,0.38235
2026,2,8482740,Wyatt Johnston,Johnston,DAL,C,R,82,45,41,86,1.04878,-5,32,206,0.21844,1207.4024,18,44,27,42,0,0,1,4,0.4763
2026,2,8481557,Matt Boldy,Boldy,MIN,L,L,76,42,43,85,1.11842,18,30,254,0.16535,1234.1447,27,51,11,30,4,4,1,3,0.44354
2026,2,8479337,Alex DeBrincat,DeBrincat,DET,R,R,82,41,44,85,1.03658,8,19,287,0.14285,1110.0121,26,62,15,23,0,0,2,6,0.38
2026,2,8478550,Artemi Panarin,Panarin,"NYR,LAK",L,R,78,28,56,84,1.07692,-7,20,224,0.125,1250.5384,24,61,4,23,0,0,0,4,1
2026,2,8482116,Tim Stützle,Stützle,OTT,C,L,80,34,49,83,1.0375,7,39,194,0.17525,1216.05,23,52,9,29,2,2,2,5,0.52978
2026,2,8479420,Tage Thompson,Thompson,BUF,C,R,81,40,41,81,1,-6,35,272,0.14705,1154.6172,34,56,6,24,0,1,0,5,0.45454
2026,2,8478460,Zach Werenski,Werenski,CBJ,D,L,75,22,59,81,1.08,7,18,260,0.08461,1596.8533,18,59,4,21,0,1,0,2,NA
2026,2,8478427,Sebastian Aho,Aho,CAR,C,L,79,27,53,80,1.01265,11,46,195,0.13846,1176.7468,18,47,7,27,2,6,2,4,0.50465
2026,2,8478483,Mitch Marner,Marner,VGK,R,R,81,24,56,80,0.98765,17,24,165,0.14545,1197.4567,19,55,5,24,0,1,0,2,0.40322
2026,2,8477939,William Nylander,Nylander,TOR,R,R,65,30,49,79,1.21538,-14,16,156,0.1923,1164.9384,23,57,7,22,0,0,3,4,0.38271
2026,2,8480069,Cale Makar,Makar,COL,D,R,75,20,59,79,1.05333,32,24,199,0.1005,1490.8533,16,50,4,29,0,0,0,4,NA
2026,2,8476459,Mika Zibanejad,Zibanejad,NYR,C,R,81,34,44,78,0.96296,-20,14,215,0.15813,1253.8518,16,41,16,35,2,2,0,3,0.52468
2026,2,8483457,Lane Hutson,Hutson,MTL,D,L,82,12,66,78,0.95121,36,34,124,0.09677,1426.3048,10,58,2,20,0,0,1,3,NA
2026,2,8481559,Jack Hughes,Hughes,NJD,C,L,61,27,50,77,1.26229,0,10,228,0.11842,1278.9344,22,52,4,23,1,2,1,5,0.34772
2026,2,8478420,Mikko Rantanen,Rantanen,DAL,R,L,64,22,55,77,1.20312,0,93,139,0.15827,1210.5468,16,43,6,34,0,0,0,1,0.44047
2026,2,8482078,Lucas Raymond,Raymond,DET,L,R,80,25,51,76,0.95,1,22,173,0.1445,1127.9375,18,49,7,27,0,0,0,5,1
2026,2,8480800,Quinn Hughes,Hughes,"VAN,MIN",D,L,74,7,69,76,1.02702,-4,32,187,0.03743,1664.2567,5,42,2,34,0,0,0,1,NA
2026,2,8476887,Filip Forsberg,Forsberg,NSH,L,R,82,40,35,75,0.91463,-2,34,246,0.1626,1133.2073,29,49,11,26,0,0,1,3,0.3125
2026,2,8484144,Connor Bedard,Bedard,CHI,C,R,69,30,45,75,1.08695,-18,50,226,0.13274,1252,23,54,7,21,0,0,1,5,0.47085
2026,2,8479542,Brandon Hagel,Hagel,TBL,L,L,71,36,38,74,1.04225,34,58,214,0.16822,1185.6056,30,61,5,12,1,1,0,6,0.41269
2026,2,8477951,Nick Schmaltz,Schmaltz,UTA,C,R,82,33,41,74,0.90243,17,28,206,0.16019,1183.4024,20,52,11,20,2,2,1,9,0.45995
2026,2,8471675,Sidney Crosby,Crosby,PIT,C,L,68,29,45,74,1.08823,0,44,160,0.18125,1153.8529,19,51,10,23,0,0,1,4,0.55174
2026,2,8475158,Ryan O'Reilly,O'Reilly,NSH,C,L,81,25,49,74,0.91358,8,22,154,0.16233,1223.6913,18,51,5,20,2,3,0,8,0.55067
2026,2,8480839,Rasmus Dahlin,Dahlin,BUF,D,L,77,19,55,74,0.96103,18,76,194,0.09793,1451.1428,13,52,6,22,0,0,0,0,NA
2026,2,8482699,Dylan Guenther,Guenther,UTA,R,R,79,40,33,73,0.92405,7,28,242,0.16528,1043.7848,31,49,9,24,0,0,3,6,0.41269
